INCIDENT_ADDRESS,BOROUGH,COMMUNITY_BOARD,POLICE_PRECINCT,CITY_COUNCIL_DISTRICT,BBL,CREATED_DATE,STATUS,RESOLUTION_ACTION,CLOSED_DATE,X_COORDINATE,Y_COORDINATE,LATITUDE,LONGITUDE,ZIP_CODE,CENSUS_TRACT,BIN,NTA,LOCATION
70-20 51 AVENUE,QUEENS,02 QUEENS,Precinct 108,30,4024590018,09/28/2021,Open,Site downloaded for cleaning,,1013647,207291,40.735594,-73.893924,11377, 489  ,4056548,Elmhurst-Maspeth,"(40.735594, -73.893924)"
15 KING STREET,MANHATTAN,02 MANHATTAN,Precinct 1,03,1005200039,10/07/2021,Open,Graffiti Reported,,983258,204402,40.727713,-74.003579,10014,  37  ,1008126,SoHo-TriBeCa-Civic Center-Little Italy,"(40.727713, -74.003579)"
2340 86 STREET,BROOKLYN,11 BROOKLYN,Precinct 62,47,3068620038,12/06/2021,Open,Site downloaded for cleaning,,986857,157862,40.599971,-73.990612,11214, 300  ,3185456,Bensonhurst East,"(40.599971, -73.990612)"
111-16 ROOSEVELT AVENUE,QUEENS,04 QUEENS,Precinct 110,21,4020130108,09/08/2021,Open,Site downloaded for cleaning,,1024288,213163,40.751669,-73.855493,11368, 399  ,4563780,Corona,"(40.751669, -73.855493)"
48-20 70 STREET,QUEENS,02 QUEENS,Precinct 108,30,4024340034,09/28/2021,Open,Site downloaded for cleaning,,1013590,208206,40.738106,-73.894126,11377, 489  ,4056339,Elmhurst-Maspeth,"(40.738106, -73.894126)"
94 SOUTH    6 STREET,BROOKLYN,01 BROOKLYN,Precinct 90,34,3024710006,12/08/2021,Open,Site downloaded for cleaning,,994017,198238,40.710789,-73.964770,11249, 549  ,3394527,North Side-South Side,"(40.710789, -73.96477)"
158 EAST  115 STREET,MANHATTAN,11 MANHATTAN,Precinct 23,08,1016400147,06/04/2021,Open,Site downloaded for cleaning,,1000392,229926,40.797755,-73.941699,10029, 182  ,1052229,East Harlem North,"(40.797755, -73.941699)"
438 EAST   12 STREET,MANHATTAN,03 MANHATTAN,Precinct 9,02,1004397501,12/03/2021,Open,Site downloaded for cleaning,,989242,205000,40.729493,-73.982328,10009,  34  ,1090470,East Village,"(40.729493, -73.982328)"
135 EAST    2 STREET,MANHATTAN,03 MANHATTAN,Precinct 9,02,1004290028,01/03/2022,Open,Graffiti Reported,,988017,202783,40.723269,-73.986410,10009,  3002,1005744,East Village,"(40.723269, -73.98641)"
110 AVENUE OF THE AMERICAS,MANHATTAN,02 MANHATTAN,Precinct 1,03,1004760015,11/15/2021,Open,Graffiti Reported,,982942,202935,40.723687,-74.004719,10013,  47  ,1007099,SoHo-TriBeCa-Civic Center-Little Italy,"(40.723687, -74.004719)"
2001 ROCKAWAY PARKWAY,BROOKLYN,18 BROOKLYN,Precinct 69,46,3083000008,06/09/2021,Open,Graffiti Reported,,1014736,170363,40.634270,-73.890205,11236,1022  ,3234515,Canarsie,"(40.63427, -73.890205)"
226 VARICK STREET,MANHATTAN,02 MANHATTAN,Precinct 6,03,1005280056,09/30/2021,Open,Site downloaded for cleaning,,982804,204940,40.729118,-74.005228,10014,  67  ,1008402,West Village,"(40.729118, -74.005228)"
30-55 VERNON BOULEVARD,QUEENS,01 QUEENS,Precinct 114,26,4005050014,09/17/2021,Open,Site downloaded for cleaning,,1002426,220046,40.770633,-73.934380,11102,  81  ,4005484,Old Astoria,"(40.770633, -73.93438)"
156 3 AVENUE,BROOKLYN,06 BROOKLYN,Precinct 78,33,3004060050,09/09/2021,Open,Site downloaded for cleaning,,988871,187539,40.681427,-73.983339,11217, 127  ,3393043,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,"(40.681427, -73.983339)"
915 KNICKERBOCKER AVENUE,BROOKLYN,04 BROOKLYN,Precinct 83,37,3034430001,11/03/2021,Open,Site downloaded for cleaning,,1010891,190900,40.690613,-73.903934,11207, 409  ,3080044,Bushwick North,"(40.690613, -73.903934)"
155 SUFFOLK STREET,MANHATTAN,03 MANHATTAN,Precinct 7,02,1003550069,08/26/2021,Open,Graffiti Reported,,988358,201878,40.720785,-73.985180,10002,  3001,1004343,Chinatown,"(40.720785, -73.98518)"
6215 5 AVENUE,BROOKLYN,07 BROOKLYN,Precinct 72,38,3058010004,08/21/2021,Open,Site downloaded for cleaning,,979396,171789,40.638197,-74.017490,11220, 122  ,3144004,Sunset Park West,"(40.638197, -74.01749)"
5924 5 AVENUE,BROOKLYN,07 BROOKLYN,Precinct 72,38,3008630048,12/09/2021,Open,Property Research Required,,979875,172403,40.639882,-74.015764,11220,  74  ,3016295,Sunset Park West,"(40.639882, -74.015764)"
318 LEWIS AVENUE,BROOKLYN,03 BROOKLYN,Precinct 81,36,3016490048,11/17/2021,Open,Site downloaded for cleaning,,1002145,188873,40.685072,-73.935477,11221, 275  ,3045381,Stuyvesant Heights,"(40.685072, -73.935477)"
173-31 JAMAICA AVENUE,QUEENS,12 QUEENS,Precinct 103,27,4098090037,07/06/2021,Open,Site downloaded for cleaning,,1043486,197262,40.707917,-73.786343,11432, 462  ,4209860,Jamaica,"(40.707917, -73.786343)"
150 WEST   28 STREET,MANHATTAN,05 MANHATTAN,Precinct 13,03,1008030067,08/12/2021,Open,Graffiti Reported,,986477,211297,40.746638,-73.991963,10001,  95  ,1015095,Midtown-Midtown South,"(40.746638, -73.991963)"
1688 MADISON AVENUE,MANHATTAN,11 MANHATTAN,Precinct 23,09,,10/17/2021,Open,Property Research Required,,998966,229747,40.797267,-73.946850,10029, 17402,,East Harlem South,"(40.797267, -73.94685)"
2172 86 STREET,BROOKLYN,11 BROOKLYN,Precinct 62,47,3063800042,01/05/2022,Open,Graffiti Reported,,985826,158693,40.602252,-73.994325,11214, 290  ,3167065,Bensonhurst West,"(40.602252, -73.994325)"
674 49 STREET,BROOKLYN,07 BROOKLYN,Precinct 72,38,3007850037,11/05/2021,Open,Site downloaded for cleaning,,982573,173695,40.643429,-74.006043,11220,  98  ,3013046,Sunset Park East,"(40.643429, -74.006043)"
113 EAST    2 STREET,MANHATTAN,03 MANHATTAN,Precinct 9,02,1004290019,01/03/2022,Open,Site to be cleaned.,,987853,202871,40.723510,-73.987001,10009,  3002,1005741,East Village,"(40.72351, -73.987001)"
2595 WEBSTER AVENUE,BRONX,07 BRONX,Precinct 52,15,2032760001,12/17/2021,Open,Site to be cleaned.,,1014681,253608,40.862718,-73.889984,10458, 397  ,2095376,Belmont,"(40.862718, -73.889984)"
255 EAST BURNSIDE AVENUE,BRONX,05 BRONX,Precinct 46,15,2031560092,06/15/2021,Open,Site downloaded for cleaning,,1011231,249547,40.851583,-73.902473,10457, 381  ,2013679,Mount Hope,"(40.851583, -73.902473)"
1437 39 STREET,BROOKLYN,12 BROOKLYN,Precinct 66,39,3053470064,08/16/2021,Open,Site downloaded for cleaning,,988917,171995,40.638762,-73.983184,11218, 228  ,3346026,Borough Park,"(40.638762, -73.983184)"
164 REV JAMES A POLITE AVENUE,BRONX,Unspecified BRONX,Unspecified,,,10/25/2021,Open,Property Research Required,,,,,,,,,,
4510 8 AVENUE,BROOKLYN,07 BROOKLYN,Precinct 72,38,3007500042,12/08/2021,Open,Graffiti Reported,,983991,173830,40.643800,-74.000933,11220,  94  ,3011737,Sunset Park East,"(40.6438, -74.000933)"
4908 3 AVENUE,BROOKLYN,07 BROOKLYN,Precinct 72,38,3007810141,08/10/2021,Open,Graffiti Reported,,980329,175407,40.648128,-74.014130,11220,  20  ,3348050,Sunset Park West,"(40.648128, -74.01413)"
33 1 AVENUE,MANHATTAN,03 MANHATTAN,Precinct 9,02,1004440042,06/24/2021,Open,Site downloaded for cleaning,,987601,203055,40.724015,-73.987910,10003,  3602,1006136,East Village,"(40.724015, -73.98791)"
1403 NECK ROAD,BROOKLYN,15 BROOKLYN,Precinct 61,48,3073750142,08/18/2021,Open,Site downloaded for cleaning,,996355,155941,40.594690,-73.956413,11229, 586  ,3200773,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,"(40.59469, -73.956413)"
5901 FOSTER AVENUE,BROOKLYN,18 BROOKLYN,Precinct 63,45,3079320331,08/25/2021,Open,Graffiti Reported,,1006373,172353,40.639718,-73.920287,11234, 94401,3000000,Flatlands,"(40.639718, -73.920287)"
879 FRANKLIN AVENUE,BROOKLYN,09 BROOKLYN,Precinct 71,35,3012800008,09/23/2021,Open,Site downloaded for cleaning,,995706,182872,40.668611,-73.958704,11225, 325  ,3033448,Crown Heights South,"(40.668611, -73.958704)"
33-67 29 STREET,QUEENS,01 QUEENS,Precinct 114,22,4005860001,12/09/2021,Open,Site downloaded for cleaning,,1004105,216557,40.761053,-73.928328,11106,  53  ,4007370,Astoria,"(40.761053, -73.928328)"
4002 8 AVENUE,BROOKLYN,07 BROOKLYN,Precinct 72,38,3009190034,11/05/2021,Open,Site downloaded for cleaning,,984809,174861,40.646630,-73.997986,11232,  90  ,3018078,Sunset Park East,"(40.64663, -73.997986)"
779 52 STREET,BROOKLYN,07 BROOKLYN,Precinct 72,38,3008020048,12/08/2021,Open,Site downloaded for cleaning,,982719,172589,40.640394,-74.005517,11220, 108  ,3250705,Sunset Park East,"(40.640394, -74.005517)"
10 10 STREET,QUEENS,Unspecified QUEENS,Unspecified,,,08/25/2021,Open,Property Research Required,,,,,,,,,,
30-01 36 AVENUE,QUEENS,01 QUEENS,Precinct 114,26,4006030001,09/21/2021,Open,Site downloaded for cleaning,,1003525,215047,40.756910,-73.930426,11106,  53  ,4007967,Astoria,"(40.75691, -73.930426)"
EAST 96TH STREET AND PARK AVENUE,MANHATTAN,Unspecified MANHATTAN,Unspecified,,,06/15/2021,Open,Property Research Required,,,,,,,,,,
5983 BROADWAY,BRONX,08 BRONX,Precinct 50,11,2058011036,09/24/2021,Open,Site downloaded for cleaning,,1012423,263483,40.889829,-73.898105,10471, 285  ,2084210,Spuyten Duyvil-Kingsbridge,"(40.889829, -73.898105)"
233 BANKER STREET,BROOKLYN,01 BROOKLYN,Precinct 94,33,3026160001,11/01/2021,Open,Site downloaded for cleaning,,996476,203661,40.725671,-73.955891,11222, 561  ,3065486,Greenpoint,"(40.725671, -73.955891)"
7011 FORT HAMILTON PARKWAY,BROOKLYN,10 BROOKLYN,Precinct 68,43,3058970006,01/03/2022,Open,Graffiti Reported,,980639,168108,40.628094,-74.013009,11228, 208  ,3146824,Dyker Heights,"(40.628094, -74.013009)"
1059 60 STREET,BROOKLYN,12 BROOKLYN,Precinct 66,38,3057090055,10/19/2021,Open,Site downloaded for cleaning,,983167,169564,40.632091,-74.003902,11219, 214  ,3140968,Borough Park,"(40.632091, -74.003902)"
38-01 24 STREET,QUEENS,01 QUEENS,Precinct 114,26,4003880012,08/27/2021,Open,Site downloaded for cleaning,,1001782,214732,40.756049,-73.936718,11101,  33  ,4004719,Queensbridge-Ravenswood-Long Island City,"(40.756049, -73.936718)"
3601 BROADWAY,MANHATTAN,09 MANHATTAN,Precinct 30,07,1020950029,12/28/2021,Open,Site to be cleaned.,,998366,241107,40.828448,-73.948993,10031, 233  ,1062436,Hamilton Heights,"(40.828448, -73.948993)"
6202 20 AVENUE,BROOKLYN,11 BROOKLYN,Precinct 62,47,3055340041,11/03/2021,Open,Site downloaded for cleaning,,988644,164487,40.618154,-73.984173,11204, 254  ,3132869,Bensonhurst West,"(40.618154, -73.984173)"
1686 MCDONALD AVENUE,BROOKLYN,11 BROOKLYN,Precinct 62,44,3065820050,08/19/2021,Open,Site downloaded for cleaning,,991586,162180,40.611820,-73.973578,11230, 440  ,3173473,Ocean Parkway South,"(40.61182, -73.973578)"
7118 BAY PARKWAY,BROOKLYN,11 BROOKLYN,Precinct 62,44,3061860044,10/29/2021,Open,Graffiti Reported,,988306,161534,40.610049,-73.985392,11204, 266  ,3158118,Bensonhurst West,"(40.610049, -73.985392)"
7304 18 AVENUE,BROOKLYN,11 BROOKLYN,Precinct 62,43,3062040042,12/08/2021,Open,Graffiti Reported,,985663,163143,40.614466,-73.994911,11204, 264  ,3159049,Bensonhurst West,"(40.614466, -73.994911)"
109-18 JAMAICA AVENUE,QUEENS,09 QUEENS,Precinct 102,28,4092990081,12/02/2021,Open,Graffiti Reported,,1029039,192893,40.696010,-73.838480,11418, 12601,4194764,Richmond Hill,"(40.69601, -73.83848)"
5811 FOSTER AVENUE,BROOKLYN,18 BROOKLYN,Precinct 63,45,3079320338,08/25/2021,Open,Graffiti Reported,,1006192,172199,40.639296,-73.920939,11234, 94401,3222217,Flatlands,"(40.639296, -73.920939)"
1701 UTICA AVENUE,BROOKLYN,18 BROOKLYN,Precinct 63,46,3077540006,09/12/2021,Open,Site downloaded for cleaning,,1004189,169202,40.631075,-73.928165,11234, 722  ,3214507,Flatlands,"(40.631075, -73.928165)"
5223 3 AVENUE,BROOKLYN,07 BROOKLYN,Precinct 72,38,3008060074,01/06/2022,Open,Property Research Required,,979837,174768,40.646374,-74.015902,11220,  76  ,3000000,Sunset Park West,"(40.646374, -74.015902)"
82 HUGH GRANT CIRCLE,BRONX,09 BRONX,Precinct 43,18,2037940109,03/15/2021,Closed,Cleaning crew dispatched.  Cannot locate property.,11/15/2021,1022854,242723,40.832810,-73.860499,10472,  72  ,2025961,Soundview-Bruckner,"(40.83281, -73.860499)"
699 DEKALB AVENUE,BROOKLYN,03 BROOKLYN,Precinct 79,36,3017750070,11/16/2021,Open,Graffiti Reported,,998728,191321,40.691797,-73.947792,11216, 261  ,3049519,Bedford,"(40.691797, -73.947792)"
461 5 AVENUE,BROOKLYN,06 BROOKLYN,Precinct 78,39,3010170010,07/01/2021,Open,Site downloaded for cleaning,,987894,182823,40.668483,-73.986864,11215, 139  ,3022597,Park Slope-Gowanus,"(40.668483, -73.986864)"
4021/ 7 AV,BROOKLYN,Unspecified BROOKLYN,Unspecified,,,07/29/2021,Open,Property Research Required,,,,,,,,,,
457 BAY STREET,STATEN ISLAND,01 STATEN ISLAND,Precinct 120,49,5004880026,12/04/2021,Open,Graffiti Reported,,963026,169202,40.631072,-74.076464,10304,  21  ,5108463,Stapleton-Rosebank,"(40.631072, -74.076464)"
454 GRAHAM AVENUE,BROOKLYN,01 BROOKLYN,Precinct 94,34,3027350010,06/03/2021,Open,Site downloaded for cleaning,,999481,201114,40.718675,-73.945055,11211, 497  ,3068102,East Williamsburg,"(40.718675, -73.945055)"
1880 STERLING PLACE,BROOKLYN,16 BROOKLYN,Precinct 73,41,3014720020,10/14/2021,Open,Graffiti Reported,,1007496,183628,40.670663,-73.916201,11233, 361  ,3000000,Ocean Hill,"(40.670663, -73.916201)"
326 EAST    6 STREET,MANHATTAN,03 MANHATTAN,Precinct 9,02,1004470019,11/09/2021,Open,Site downloaded for cleaning,,987646,204163,40.727057,-73.987748,10003,  38  ,1006235,East Village,"(40.727057, -73.987748)"
707 EAST  216 STREET,BRONX,12 BRONX,Precinct 47,12,2046640048,12/14/2021,Open,Site downloaded for cleaning,,1022036,260374,40.881263,-73.863369,10467, 390  ,2057950,Williamsbridge-Olinville,"(40.881263, -73.863369)"
7801/ New Utrecht AV,BROOKLYN,Unspecified BROOKLYN,Unspecified,,,07/30/2021,Open,Property Research Required,,,,,,,,,,
250 MULBERRY STREET,MANHATTAN,02 MANHATTAN,Precinct 5,01,1004940014,11/30/2021,Open,Site downloaded for cleaning,,985420,202740,40.723151,-73.995779,10012,  43  ,1007494,SoHo-TriBeCa-Civic Center-Little Italy,"(40.723151, -73.995779)"
7115 3 AVENUE,BROOKLYN,10 BROOKLYN,Precinct 68,43,3058917501,07/10/2021,Open,Graffiti Reported,,976810,170206,40.633850,-74.026805,11209,  68  ,3253425,Bay Ridge,"(40.63385, -74.026805)"
5717 7 AVENUE,BROOKLYN,07 BROOKLYN,Precinct 72,38,3008500003,07/28/2021,Open,Graffiti Reported,,981437,171852,40.638370,-74.010136,11220, 104  ,3015854,Sunset Park East,"(40.63837, -74.010136)"
144-17 JAMAICA AVENUE,QUEENS,12 QUEENS,Precinct 103,24,4096740043,08/19/2021,Open,Site downloaded for cleaning,,1036738,195138,40.702130,-73.810698,11435, 240  ,4206703,Jamaica,"(40.70213, -73.810698)"
117 NASSAU AVENUE,BROOKLYN,01 BROOKLYN,Precinct 94,33,3026480030,09/17/2021,Open,Site downloaded for cleaning,,998327,203164,40.724304,-73.949213,11222, 571  ,3337790,Greenpoint,"(40.724304, -73.949213)"
196 BERGEN STREET,BROOKLYN,02 BROOKLYN,Precinct 84,33,3003870008,10/15/2021,Open,Graffiti Reported,,988189,188801,40.684891,-73.985797,11217,  71  ,3005898,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,"(40.684891, -73.985797)"
23-09 31 STREET,QUEENS,01 QUEENS,Precinct 114,22,4008357501,06/28/2021,Open,Site downloaded for cleaning,,1008289,221303,40.774070,-73.913208,11105, 115  ,4017185,Steinway,"(40.77407, -73.913208)"
209 ST NICHOLAS AVENUE,MANHATTAN,10 MANHATTAN,Precinct 28,09,1019260001,11/17/2021,Open,Graffiti Reported,,997293,233312,40.807054,-73.952885,10027, 220  ,1058460,Central Harlem South,"(40.807054, -73.952885)"
1768 JEROME AVENUE,BRONX,05 BRONX,Precinct 46,14,2028500007,12/28/2021,Open,Site to be cleaned.,,1008590,248291,40.848143,-73.912023,10453, 22701,2008208,Mount Hope,"(40.848143, -73.912023)"
27-23 170 STREET,QUEENS,07 QUEENS,Precinct 109,19,4049310044,07/19/2021,Open,Graffiti Reported,,1041062,220456,40.771595,-73.794890,11358,1141  ,4111670,Murray Hill,"(40.771595, -73.79489)"
700 NOSTRAND AVENUE,BROOKLYN,08 BROOKLYN,Precinct 77,36,3012260044,12/22/2021,Open,Graffiti Reported,,998103,185080,40.674668,-73.950059,11216, 31701,3030971,Crown Heights North,"(40.674668, -73.950059)"
3901 2 AVENUE,BROOKLYN,07 BROOKLYN,Precinct 72,38,3007070009,12/11/2021,Open,Graffiti Reported,,981316,177977,40.655182,-74.010574,11232,   2  ,3010457,Sunset Park West,"(40.655182, -74.010574)"
1964 86 STREET,BROOKLYN,11 BROOKLYN,Precinct 62,47,3063740049,01/05/2022,Open,Site to be cleaned.,,984566,159682,40.604967,-73.998862,11214, 284  ,3166863,Bensonhurst West,"(40.604967, -73.998862)"
228 EAST   38 STREET,BROOKLYN,17 BROOKLYN,Precinct 67,41,3048740032,08/04/2021,Open,Site downloaded for cleaning,,1000351,176757,40.651819,-73.941974,11203, 816  ,3108817,East Flatbush-Farragut,"(40.651819, -73.941974)"
1944 AMSTERDAM AVENUE,MANHATTAN,12 MANHATTAN,Precinct 33,07,1021150038,08/28/2021,Open,Site downloaded for cleaning,,1000234,242622,40.832432,-73.942370,10032, 241  ,1062717,Washington Heights South,"(40.832432, -73.94237)"
1836 MCDONALD AVENUE,BROOKLYN,11 BROOKLYN,Precinct 62,44,3066320020,08/08/2021,Open,Site downloaded for cleaning,,991793,160751,40.607898,-73.972834,11223, 424  ,3175888,Bensonhurst East,"(40.607898, -73.972834)"
83-13 BROADWAY,QUEENS,04 QUEENS,Precinct 110,25,4015800009,09/23/2021,Open,Site downloaded for cleaning,,1017579,209228,40.740897,-73.879727,11373, 471  ,4039437,Elmhurst,"(40.740897, -73.879727)"
1872 STERLING PLACE,BROOKLYN,16 BROOKLYN,Precinct 73,41,3014720016,10/14/2021,Open,Graffiti Reported,,1007442,183632,40.670674,-73.916396,11233, 361  ,3039485,Ocean Hill,"(40.670674, -73.916396)"
42 CANAL STREET,STATEN ISLAND,01 STATEN ISLAND,Precinct 120,49,5004940019,08/19/2021,Open,Site downloaded for cleaning,,963491,167623,40.626739,-74.074784,10304,   6  ,5013224,Stapleton-Rosebank,"(40.626739, -74.074784)"
1971 JEROME AVENUE,BRONX,05 BRONX,Precinct 46,14,2028630001,12/28/2021,Open,Site to be cleaned.,,1009419,249706,40.852025,-73.909022,10453, 243  ,2008390,University Heights-Morris Heights,"(40.852025, -73.909022)"
244 WEST  116 STREET,MANHATTAN,10 MANHATTAN,Precinct 28,09,1018310053,05/25/2021,Open,Site downloaded for cleaning,,996902,232184,40.803959,-73.954300,10026, 218  ,1081573,Central Harlem South,"(40.803959, -73.9543)"
121 PRESIDENT STREET,BROOKLYN,06 BROOKLYN,Precinct 76,39,3003420036,09/09/2021,Open,Site downloaded for cleaning,,983647,188261,40.683410,-74.002174,11231,  51  ,3004456,Carroll Gardens-Columbia Street-Red Hook,"(40.68341, -74.002174)"
123 WEST  167 STREET,BRONX,04 BRONX,Precinct 44,16,2025160061,08/22/2021,Open,Site downloaded for cleaning,,1004605,244132,40.836738,-73.926440,10452, 199  ,2003303,Highbridge,"(40.836738, -73.92644)"
145-52 LIBERTY AVENUE,QUEENS,12 QUEENS,Precinct 103,28,4100490007,10/27/2021,Open,Site downloaded for cleaning,,1037840,192293,40.694315,-73.806747,11435, 204  ,4588404,Jamaica,"(40.694315, -73.806747)"
6425 BROADWAY,BRONX,08 BRONX,Precinct 50,11,2058512105,06/10/2021,Open,Graffiti Reported,,1012893,268467,40.903428,-73.896381,10471, 345  ,2084827,North Riverdale-Fieldston-Riverdale,"(40.903428, -73.896381)"
1455 AMSTERDAM AVENUE,MANHATTAN,09 MANHATTAN,Precinct 26,09,1019700072,05/25/2021,Open,Site downloaded for cleaning,,997068,236895,40.816889,-73.953691,10027, 21303,1059642,Manhattanville,"(40.816889, -73.953691)"
8612 FIFTH AVENUE,BROOKLYN,10 BROOKLYN,Precinct 68,43,3060450040,08/02/2021,Open,Graffiti Reported,,976934,165650,40.621345,-74.026354,11209, 160  ,3153552,Bay Ridge,"(40.621345, -74.026354)"
2829 FREDERICK DOUGLAS BOULEVARD,MANHATTAN,10 MANHATTAN,Precinct 32,09,1020460015,06/12/2021,Open,Site downloaded for cleaning,,1001059,240395,40.826489,-73.939264,10039, 23502,1079807,Central Harlem North-Polo Grounds,"(40.826489, -73.939264)"
52-11 103 STREET,QUEENS,04 QUEENS,Precinct 110,21,4019430121,11/16/2021,Open,Site downloaded for cleaning,,1023620,209484,40.741574,-73.857925,11368, 439  ,4431702,Corona,"(40.741574, -73.857925)"
597 BAY STREET,STATEN ISLAND,01 STATEN ISLAND,Precinct 120,49,5004920001,08/27/2021,Open,Site downloaded for cleaning,,963154,167822,40.627284,-74.075999,10304,  21  ,5013201,Stapleton-Rosebank,"(40.627284, -74.075999)"
5645 BROADWAY,BRONX,08 BRONX,Precinct 50,11,2057540084,10/04/2021,Open,Site downloaded for cleaning,,1010843,260008,40.880296,-73.903834,10463, 287  ,2083556,Spuyten Duyvil-Kingsbridge,"(40.880296, -73.903834)"
7 SEARCH LANE,STATEN ISLAND,01 STATEN ISLAND,Precinct 120,49,,08/06/2021,Open,Property Research Required,,967178,162153,40.611733,-74.061488,10305,   6  ,,Stapleton-Rosebank,"(40.611733, -74.061488)"
5206 8 AVENUE,BROOKLYN,07 BROOKLYN,Precinct 72,38,3008100042,09/14/2021,Open,Graffiti Reported,,982863,172407,40.639894,-74.004998,11220, 106  ,3014101,Sunset Park East,"(40.639894, -74.004998)"
1942 86 STREET,BROOKLYN,11 BROOKLYN,Precinct 62,47,3063730049,12/11/2021,Open,Property Research Required,,984407,159806,40.605307,-73.999435,11214, 284  ,3402451,Bensonhurst West,"(40.605307, -73.999435)"
1106 39 STREET,BROOKLYN,12 BROOKLYN,Precinct 66,39,3055850010,11/12/2021,Open,Site downloaded for cleaning,,986992,173512,40.642927,-73.990120,11218, 224  ,3327658,Borough Park,"(40.642927, -73.99012)"
2345 86 STREET,BROOKLYN,11 BROOKLYN,Precinct 62,47,3068580060,12/06/2021,Open,Graffiti Reported,,986892,157842,40.599916,-73.990486,11214, 298  ,3185340,Bensonhurst East,"(40.599916, -73.990486)"
528 PARK AVENUE,BROOKLYN,03 BROOKLYN,Precinct 79,33,3017360001,11/15/2021,Open,Graffiti Reported,,996837,193217,40.697004,-73.954608,11205,1237  ,3346494,Bedford,"(40.697004, -73.954608)"
747 MYRTLE AVENUE,BROOKLYN,03 BROOKLYN,Precinct 79,33,3017370035,06/29/2021,Open,Site downloaded for cleaning,,997341,192479,40.694978,-73.952791,11205,1237  ,3251356,Bedford,"(40.694978, -73.952791)"
120 AVENUE T,BROOKLYN,11 BROOKLYN,Precinct 62,47,3070960010,09/14/2021,Open,Site downloaded for cleaning,,989548,157299,40.598424,-73.980922,11223, 402  ,3190934,Bensonhurst East,"(40.598424, -73.980922)"
6105 5 AVENUE,BROOKLYN,07 BROOKLYN,Precinct 72,38,3057920008,08/21/2021,Open,Site downloaded for cleaning,,979569,172007,40.638795,-74.016866,11220, 122  ,3143771,Sunset Park West,"(40.638795, -74.016866)"
